source,title,summary,link,published_utc,id
Yahoo Finance,Gold Falls Further. What’s Driving This Brutal Selloff.,,https://www.barrons.com/articles/gold-price-today-selloff-7305f702?siteid=yhoof2&yptr=yahoo,2025-10-22 14:27:00+00:00,db7c4f5f877e6c003293b50d9ff21c3f44d370d1682605da2a587a3fc7de9ef6
Yahoo Finance,Tesla Stock Falls in Early Trading Ahead of Earnings,,https://www.barrons.com/livecoverage/tesla-earnings-stock-price-elon-musk-news/card/tesla-stock-falls-in-early-trading-ahead-of-earnings-UGzv1hubYOUs8FFY9DG4?siteid=yhoof2&yptr=yahoo,2025-10-22 14:24:32+00:00,2c8200632f9213b277b1e17d699d0713026b4b1a3fa158d9b770092b7b3ce97f
Yahoo Finance,"Bitcoin, Ethereum Drop Again. Melania Trump’s Crypto Architects Accused of Fraud.",,https://www.barrons.com/articles/bitcoin-ethereum-melania-trump-crypto-fraud-638eba3b?siteid=yhoof2&yptr=yahoo,2025-10-22 14:23:00+00:00,974f21edfa789ea3f21db21ef2723c31219aafed546124f1842daf83251de9bc
Yahoo Finance,Intuitive Surgical Zooms Higher After Da Vinci Helps Smash Forecasts,,https://www.investors.com/news/technology/intuitive-surgical-stock-intuitive-surgical-earnings-q3-2025/?src=A00220&yptr=yahoo,2025-10-22 14:20:29+00:00,918de1b90b56e2c969eed5f50b0391fae2755eedd86e9c90ee5eefbeb176dc1b
Yahoo Finance,S&P 500 Stock GE Vernova Earnings Beat; 'Growth Trajectory Is Accelerating',,https://www.investors.com/news/sp-500-ge-vernova-third-quarter-earnings-stock-market/?src=A00220&yptr=yahoo,2025-10-22 14:17:45+00:00,fc6cecaefc014a9c3bc9588c08cdd4693ac906fa86cb41cf8cf8e2d9d2e7dff8
"""stocks"" - Google News","Beyond Meat Stock Price Gains 1,000% in Days, in Latest Meme Mania - The New York Times","<a href=""https://news.google.com/rss/articles/CBMie0FVX3lxTE93dzJjQVVTMkkwa1hCT2pFcHNQWG96MmxLQWd3WUFRaEN1UmNRQ1VPUHJuazExaEhKbWNfX3BJUTZicF9sTzdCcTV1T0xSVzJhbEh6ZElXZmFNREpaNUkxRnNNeFN3X0lQcnVlN2FHYk5hVVlqZk9zaGZOVQ?oc=5"" target=""_blank"">Beyond Meat Stock Price Gains 1,000% in Days, in Latest Meme Mania</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>",https://news.google.com/rss/articles/CBMie0FVX3lxTE93dzJjQVVTMkkwa1hCT2pFcHNQWG96MmxLQWd3WUFRaEN1UmNRQ1VPUHJuazExaEhKbWNfX3BJUTZicF9sTzdCcTV1T0xSVzJhbEh6ZElXZmFNREpaNUkxRnNNeFN3X0lQcnVlN2FHYk5hVVlqZk9zaGZOVQ?oc=5,2025-10-22 14:13:13+00:00,c6b61fcbdef4e0f91f751f83a1f74aa1e31847df98213bc53288f488d34a5ce6
Yahoo Finance,"Beyond Meat, Inc. (BYND) Has 70% Upside Potential If It Follows Opendoor Technologies’ (OPEN) Path",,https://finance.yahoo.com/news/beyond-meat-inc-bynd-70-141224256.html,2025-10-22 14:12:24+00:00,bb9500268cc4f15e8f3e05f08db4570dfa63d8147e12e556362764eb353aa176
Yahoo Finance,"MP Materials, Other Rare-Earth Stocks Drop. There Are Lots of Reasons.",,https://www.barrons.com/articles/mp-materials-stock-usar-rare-earths-trump-china-afad09ed?siteid=yhoof2&yptr=yahoo,2025-10-22 14:11:00+00:00,202092a66a64fc73aaa96351ef1800c65b58a088ea201579917aef0763beee9e
"""stocks"" - Google News","MP Materials, Other Rare-Earth Stocks Drop. Here’s Why. - Barron's","<a href=""https://news.google.com/rss/articles/CBMimANBVV95cUxQZUFwa0RIUVVqMjlfMXJUTGJHSUJqNlU3X1FqUVNZUkhPdWpGM19EYV96LXlkNEpxLURGcjBnTVk4RWw1Rl9yOHJDQ2RZSlhVSVhfbVFjZ1VoUUNsWUlGV3JmWjB3Tl8ySlEteXN3WU51UExZYzlzQ1Joc0VtUTNkZWg0MUt1XzFsc3M2RFdNdVRYT29pbktxaWN2UDQwWHJBSk9WYXdOWGIxQUdTNDFOaFRRX0I3X0IzcG4tYU1MTFVnRnVyVEl6RzJlUTk4WHdubERTM1pPOXN4QnlUUk9KQ084MXRsMkRtUHc2dzVzTTFPQkNBYW5MQkVXZ3I5ODJZMU4yNENhSW1yZTZ1ZTRmVkdyaEhaa2hxbEY4SUNVYUcwMzJkanJrRWp4YVRZU0dzcFg2Q1RMY1FLc0cxcEhyV0YzVFdadVQ0WFZ5OUx1aDdhM0toZ0Z3Yi1qbFoyTVM5b2lPZE9xUTFISGNueEw3OUtjQzBCaWhPay12alZ4UDd1c2QzQVJfTTdaX3Rkc05jNUVHX01TWTU?oc=5"" target=""_blank"">MP Materials, Other Rare-Earth Stocks Drop. Here’s Why.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Barron's</font>",https://news.google.com/rss/articles/CBMimANBVV95cUxQZUFwa0RIUVVqMjlfMXJUTGJHSUJqNlU3X1FqUVNZUkhPdWpGM19EYV96LXlkNEpxLURGcjBnTVk4RWw1Rl9yOHJDQ2RZSlhVSVhfbVFjZ1VoUUNsWUlGV3JmWjB3Tl8ySlEteXN3WU51UExZYzlzQ1Joc0VtUTNkZWg0MUt1XzFsc3M2RFdNdVRYT29pbktxaWN2UDQwWHJBSk9WYXdOWGIxQUdTNDFOaFRRX0I3X0IzcG4tYU1MTFVnRnVyVEl6RzJlUTk4WHdubERTM1pPOXN4QnlUUk9KQ084MXRsMkRtUHc2dzVzTTFPQkNBYW5MQkVXZ3I5ODJZMU4yNENhSW1yZTZ1ZTRmVkdyaEhaa2hxbEY4SUNVYUcwMzJkanJrRWp4YVRZU0dzcFg2Q1RMY1FLc0cxcEhyV0YzVFdadVQ0WFZ5OUx1aDdhM0toZ0Z3Yi1qbFoyTVM5b2lPZE9xUTFISGNueEw3OUtjQzBCaWhPay12alZ4UDd1c2QzQVJfTTdaX3Rkc05jNUVHX01TWTU?oc=5,2025-10-22 14:11:00+00:00,5ba84853629453ff13328cb342900e71e34588de7ba54f0e432eb32412f06d71
Yahoo Finance,Home Depot: How To Find & Own America's Greatest Opportunities,,https://www.investors.com/how-to-invest/home-depot-hd-stock-americas-greatest-opportunities/?src=A00220&yptr=yahoo,2025-10-22 14:07:36+00:00,614b9e78ddf9c5f0e6f4df23e81d4ca6c2d2d78189539864e374a72a0daa30ff
"""stocks"" - Google News",Is Beyond Meat the Next Meme Stock? What’s Behind the Rally. - Barron's,"<a href=""https://news.google.com/rss/articles/CBMi_wJBVV95cUxNU1RCNlc4Y3diOHUyZW1kRkxLazJsRVFIUF9mRUhxelF1cVdJc0VJaW5uLXNMS0hnU3pyTkxpNWN0T0RUZ2paaFRKOUFaZ2xGQnBFOXgxQU83a2lmeEx2MHNWa05RNDJ1ZjNEaEZtcWdpZW0xYXdXdVBoajV6dVlNMHJLSGwxWVFmb213MzVSa2g2bl9XbTZmNDRFYno0WXBRbTI4cWFoYWdYczRzR0JPMFFUdHdMZVZZM3lTLXRqX0F1SWV4bmFBNDNLZDJrLVdxWl9malY4OEl0aUxTSU9ndG1Da285YnhyNFRsRGRBNElTeFdwYThwczF1bWhVdm5BckM4RU9NQWZQYlh0dFRkR1h5MHFDT2FMME5YcVZtRF8zY3AtaFYyb2ZlWk5lNmtaTGZCQXN5VUhiNkxYa1dETVZVdndkd0FEd0VibGdBZGRJZjRTcmw4R0Y0ZUoyUlNoLTkyWndpWk51b1hlUGNVMlN4dWU5NGhiVFJHTjdGbw?oc=5"" target=""_blank"">Is Beyond Meat the Next Meme Stock? What’s Behind the Rally.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Barron's</font>",https://news.google.com/rss/articles/CBMi_wJBVV95cUxNU1RCNlc4Y3diOHUyZW1kRkxLazJsRVFIUF9mRUhxelF1cVdJc0VJaW5uLXNMS0hnU3pyTkxpNWN0T0RUZ2paaFRKOUFaZ2xGQnBFOXgxQU83a2lmeEx2MHNWa05RNDJ1ZjNEaEZtcWdpZW0xYXdXdVBoajV6dVlNMHJLSGwxWVFmb213MzVSa2g2bl9XbTZmNDRFYno0WXBRbTI4cWFoYWdYczRzR0JPMFFUdHdMZVZZM3lTLXRqX0F1SWV4bmFBNDNLZDJrLVdxWl9malY4OEl0aUxTSU9ndG1Da285YnhyNFRsRGRBNElTeFdwYThwczF1bWhVdm5BckM4RU9NQWZQYlh0dFRkR1h5MHFDT2FMME5YcVZtRF8zY3AtaFYyb2ZlWk5lNmtaTGZCQXN5VUhiNkxYa1dETVZVdndkd0FEd0VibGdBZGRJZjRTcmw4R0Y0ZUoyUlNoLTkyWndpWk51b1hlUGNVMlN4dWU5NGhiVFJHTjdGbw?oc=5,2025-10-22 14:05:00+00:00,83f28614c8dd4b3ce5ed0d7acadb8a9ec368839bfe24a63f53ee11d0aea48902
Yahoo Finance,Is Beyond Meat the Next Meme Stock? What’s Behind the Rally.,,https://www.barrons.com/articles/beyond-meat-meme-stock-price-0961d3c6?siteid=yhoof2&yptr=yahoo,2025-10-22 14:05:00+00:00,fce1d4f69514158437810443f8d7825551fb345f0dbdb772601cc71150d5ea57
Yahoo Finance,"This AI Stock Smashed Earnings. Oh Yeah, It’s an Industrial Company, Too.",,https://www.barrons.com/articles/aph-stock-price-earnings-amphenol-ai-977b52fd?siteid=yhoof2&yptr=yahoo,2025-10-22 14:02:00+00:00,c912490403ecf54b6f909ddf16d3674885f30265012d4c540d37ff991ae9cb71
Yahoo Finance,"These Stocks Are Moving the Most Today: Netflix, Tesla, Texas Instruments, AT&T, Intuitive Surgical, Amphenol, Vertiv, and More",,https://www.barrons.com/articles/stock-movers-ccc86435?siteid=yhoof2&yptr=yahoo,2025-10-22 14:02:00+00:00,5c0bda748931226f0968cf7d9ee2c4af3d20bc11160de04a526c099c181a7d35
Yahoo Finance,"U.K. to Tighten Supervision on Google, Apple Mobile Platforms Under New Tech Law",,https://www.wsj.com/tech/u-k-to-tighten-supervision-on-google-apple-mobile-platforms-under-new-tech-law-76531ee1?siteid=yhoof2&yptr=yahoo,2025-10-22 13:59:00+00:00,f12603c87d8c5cf267d26ee0410be65e52a284023bc3b6ff90fd5f616d0245d4
Yahoo Finance,Stocks Are Little Changed. Tesla Set to Kick Off Tech Earnings.,,https://www.barrons.com/livecoverage/stock-market-news-today-102225/card/stocks-are-little-changed-tesla-set-to-kick-off-tech-earnings--MSJuDADQVR36baewAjEW?siteid=yhoof2&yptr=yahoo,2025-10-22 13:57:40+00:00,1b63d1aa98eff4b5ce0d1271cddf4e3e1f72977fe9b95ece63b255e99886011e
Yahoo Finance,GE Vernova Stock Is Falling. These 2 Things Are Cushioning the Drop.,,https://www.barrons.com/articles/ge-vernova-earnings-stock-price-9b4c99cf?siteid=yhoof2&yptr=yahoo,2025-10-22 13:57:00+00:00,4f4c98f8d33d76a7c44539fe39bd7e99dc2f21d2ea57b34ad03a077deb3c6e76
Yahoo Finance,Gold Remains Under Selling Pressure,,https://www.wsj.com/articles/gold-consolidates-may-undergo-further-technical-correction-1723d8d1?siteid=yhoof2&yptr=yahoo,2025-10-22 13:56:00+00:00,6bf96e3c60019d609406ef5c3d1731afab3a0cc2a5ff09a5f317fc50e2f4107d
"""stocks"" - Google News",Novo Nordisk shares fall as top investor drives board overhaul - Reuters,"<a href=""https://news.google.com/rss/articles/CBMipwFBVV95cUxPY2I5NWtFb1VfSDVmdVRyNDhzUUFrcGpOTW56RUE1SWlOaG5nRHRTLU1kMmFxbXdIckNYaU9POXlMLUVzYXB3TjZOcTY3RU1oU3VxemMydXNDLWJvS1BHS2wtMmlpQWlFaHdWckpMOUd3cmFkWkJ1ZnprRXA4ejhObjRWd000RjBiUVRxWHZWeWFUYkpBM3RxcXJNYzlPejctcGVsdGJNWQ?oc=5"" target=""_blank"">Novo Nordisk shares fall as top investor drives board overhaul</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",https://news.google.com/rss/articles/CBMipwFBVV95cUxPY2I5NWtFb1VfSDVmdVRyNDhzUUFrcGpOTW56RUE1SWlOaG5nRHRTLU1kMmFxbXdIckNYaU9POXlMLUVzYXB3TjZOcTY3RU1oU3VxemMydXNDLWJvS1BHS2wtMmlpQWlFaHdWckpMOUd3cmFkWkJ1ZnprRXA4ejhObjRWd000RjBiUVRxWHZWeWFUYkpBM3RxcXJNYzlPejctcGVsdGJNWQ?oc=5,2025-10-22 13:48:58+00:00,01d71ca48b41d2cbde54ab6a86e3b5b9dc1458cc5c0c2c69a439bbb76e616613
"""stocks"" - Google News","Netflix stock falls after earnings miss estimates, operating profit takes a hit - Yahoo Finance","<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxPRVdqa1FuZHRmMlZFLVBoZ3lIdnMwMlFMS1BwZGxmRjNuQWI4VkVybnU0T2JscHUzQnhCVVl3TC03eUNENGZHUlIyZlhkRDZteS1SZm5XVVlVbEdSTWdIUnFDZE1RSzN1cGdOZ0k2ZFllSFAybjN6cWVTRnNYX19tWkNwWDZnd3RVYnc4cU1DTnpJSlc5eGFSbnp0Y09KaThQYmQ3SzA1T0RKUGRqcWRXMExaY2c4eWktTmFOTkdQUUd2QQ?oc=5"" target=""_blank"">Netflix stock falls after earnings miss estimates, operating profit takes a hit</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",https://news.google.com/rss/articles/CBMiwgFBVV95cUxPRVdqa1FuZHRmMlZFLVBoZ3lIdnMwMlFMS1BwZGxmRjNuQWI4VkVybnU0T2JscHUzQnhCVVl3TC03eUNENGZHUlIyZlhkRDZteS1SZm5XVVlVbEdSTWdIUnFDZE1RSzN1cGdOZ0k2ZFllSFAybjN6cWVTRnNYX19tWkNwWDZnd3RVYnc4cU1DTnpJSlc5eGFSbnp0Y09KaThQYmQ3SzA1T0RKUGRqcWRXMExaY2c4eWktTmFOTkdQUUd2QQ?oc=5,2025-10-22 13:45:19+00:00,498dcdf38ffa859c5dad012b5ff45942b75bfb0578b712c5464a6d6d1f56c665
"""stocks"" - Google News","Trump, China’s Xi Are Due to Meet—But Will They? Why It Matters for Rare Earth Stocks. - Barron's","<a href=""https://news.google.com/rss/articles/CBMijwNBVV95cUxNSWpuaEpqQl95elJ4NFhxZGU1MjUzbTR6ZDVmZm9xSmtfOUFfblhwckxwbW52dDR1ZnZYRUlaSjd0OTRhYTB2QlZpR3hzUU1GNzRMVHo4UXktOGdVYnlhZnhHTm56ZjFGTEExa3BSN2VxdHgwbkprbUY4b2k1MVd1TERWbHhMWTE4U3BTTExRNV9qbjRwWVJ5MzdhUFZQRzdMOGcyVlpvVHFseWJ4SlNfRm9YWlJXemQxQlFXYU1lTlNsMEV1bzBlN0pBOGVMZFVkc18wVHpBTnlBbTRwQlUzUUFzWldQTlF6b2htbDlmOGI1VmZObkJQc1dlQkpSV3BoSHBHdHBnX3VTRTNmNm01N3A1OC1QRUNTOGJJXy1DWVF6Y1NXVUxVZW9qQ2UtY2YtNDdwZllsWUVfUDh6YnhaLURqZ2F6LU52WDRVbVpIS1FjRVRHVVZ0Uk1qdkpieHJ6aEk5dHlaZDYtMjR6dVpxM2I0V2pWdGNXbGZ3RXA5RTJCMThfUnk3dXhaR3NyenM?oc=5"" target=""_blank"">Trump, China’s Xi Are Due to Meet—But Will They? Why It Matters for Rare Earth Stocks.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Barron's</font>",https://news.google.com/rss/articles/CBMijwNBVV95cUxNSWpuaEpqQl95elJ4NFhxZGU1MjUzbTR6ZDVmZm9xSmtfOUFfblhwckxwbW52dDR1ZnZYRUlaSjd0OTRhYTB2QlZpR3hzUU1GNzRMVHo4UXktOGdVYnlhZnhHTm56ZjFGTEExa3BSN2VxdHgwbkprbUY4b2k1MVd1TERWbHhMWTE4U3BTTExRNV9qbjRwWVJ5MzdhUFZQRzdMOGcyVlpvVHFseWJ4SlNfRm9YWlJXemQxQlFXYU1lTlNsMEV1bzBlN0pBOGVMZFVkc18wVHpBTnlBbTRwQlUzUUFzWldQTlF6b2htbDlmOGI1VmZObkJQc1dlQkpSV3BoSHBHdHBnX3VTRTNmNm01N3A1OC1QRUNTOGJJXy1DWVF6Y1NXVUxVZW9qQ2UtY2YtNDdwZllsWUVfUDh6YnhaLURqZ2F6LU52WDRVbVpIS1FjRVRHVVZ0Uk1qdkpieHJ6aEk5dHlaZDYtMjR6dVpxM2I0V2pWdGNXbGZ3RXA5RTJCMThfUnk3dXhaR3NyenM?oc=5,2025-10-22 13:45:00+00:00,54f7be1b980fc6b834bf0e8c993776c24f91cf225751217461ba9446b358934e
"""stocks"" - Google News","Gold, stocks slide on economic jitters - Yahoo","<a href=""https://news.google.com/rss/articles/CBMigwFBVV95cUxNZ0hMbXgtdm1FVHFRcUVsUF9YTnlJelZIQVh5RlhUTURuVmpFTjV5T0drUkRTa2JwNzZuTVVudW9ET0ItTlE4cDB5TFRZTl9DWmY4VGY0MDJ5VWYyWUZBSEVCSDhwX25qc2tuLUwzZlp3UTRhajlHYVJNdHl3c2NZM0J2SQ?oc=5"" target=""_blank"">Gold, stocks slide on economic jitters</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo</font>",https://news.google.com/rss/articles/CBMigwFBVV95cUxNZ0hMbXgtdm1FVHFRcUVsUF9YTnlJelZIQVh5RlhUTURuVmpFTjV5T0drUkRTa2JwNzZuTVVudW9ET0ItTlE4cDB5TFRZTl9DWmY4VGY0MDJ5VWYyWUZBSEVCSDhwX25qc2tuLUwzZlp3UTRhajlHYVJNdHl3c2NZM0J2SQ?oc=5,2025-10-22 13:42:43+00:00,cedc8b00279f5861a08bf89a9ca8fce9964e6b5cbb26bc5bd36c986a4f33e89d
"""stocks"" - Google News",Gold ETF Investors Who Pulled Funds Last Month Look Prescient - Bloomberg.com,"<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxQeHkxa3pSRWtpRnl6aTU5a2tkWlJxYkZpZTNMREhEdVBlWk9fbHJnUnYxeXRqVjJOa2YwN2dBdDdlRzNtNDJERDVsZExBTVhMeUNHby0zYm1xRzJUYXBpdXM0b1ZFTVp6UWhvU0dVdVk4UVZ3ckpGVTlkWkJweWFhQ1ZMaGZKWkY4YVJpLTI0aVp1RzliSms1ZGlXa1Z5bk9vWWV6cXMwb2dfZzFFT0pvcUF3?oc=5"" target=""_blank"">Gold ETF Investors Who Pulled Funds Last Month Look Prescient</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg.com</font>",https://news.google.com/rss/articles/CBMisgFBVV95cUxQeHkxa3pSRWtpRnl6aTU5a2tkWlJxYkZpZTNMREhEdVBlWk9fbHJnUnYxeXRqVjJOa2YwN2dBdDdlRzNtNDJERDVsZExBTVhMeUNHby0zYm1xRzJUYXBpdXM0b1ZFTVp6UWhvU0dVdVk4UVZ3ckpGVTlkWkJweWFhQ1ZMaGZKWkY4YVJpLTI0aVp1RzliSms1ZGlXa1Z5bk9vWWV6cXMwb2dfZzFFT0pvcUF3?oc=5,2025-10-22 13:41:50+00:00,9f7b4ef7379c8c770caf7b223137348c104c978cc3d33c0086b47538834b1be6
"""stocks"" - Google News","Beyond Meat earns meme stock status, jumping 1,300% - Yahoo Finance","<a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTFB1SW5pdk1MTzVMZ3pYaHdIREI5RUxXVjVzc2cwcnhqRFYwSTNrMUZVY1RSQ2JjS1FfNFVkd25zdDZKZlduM2dhUGhPRUk4a18xcmJoUW04QXRsZVpJYWZGem93dGl2MGNDYm04V1k3RGJPNi04OWpmQnRzQlRWZFU?oc=5"" target=""_blank"">Beyond Meat earns meme stock status, jumping 1,300%</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",https://news.google.com/rss/articles/CBMif0FVX3lxTFB1SW5pdk1MTzVMZ3pYaHdIREI5RUxXVjVzc2cwcnhqRFYwSTNrMUZVY1RSQ2JjS1FfNFVkd25zdDZKZlduM2dhUGhPRUk4a18xcmJoUW04QXRsZVpJYWZGem93dGl2MGNDYm04V1k3RGJPNi04OWpmQnRzQlRWZFU?oc=5,2025-10-22 13:40:30+00:00,00ec9ecbdae549cfc86d1de1347ffecbb66af8ff5d33f8689afe84f665243f87
"""stocks"" - Google News",Is Oklo a Millionaire-Maker Stock? - The Motley Fool,"<a href=""https://news.google.com/rss/articles/CBMiggFBVV95cUxOUFpJUXNWVzVMRGQwaFZHTGMtSC1hZ0lsRE40d1dzZkVfQUdzUEN2dTVRSWJkV3hIWmZvMGplUkZRM3A1NV80cU9mSUQtVWhNR2F4TWZVSjF5WTVqWnhqOVZXUW4zVE4wa1dUNGRQaVdjUUZZOS01ak5GcHB6TkRMQkVR?oc=5"" target=""_blank"">Is Oklo a Millionaire-Maker Stock?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Motley Fool</font>",https://news.google.com/rss/articles/CBMiggFBVV95cUxOUFpJUXNWVzVMRGQwaFZHTGMtSC1hZ0lsRE40d1dzZkVfQUdzUEN2dTVRSWJkV3hIWmZvMGplUkZRM3A1NV80cU9mSUQtVWhNR2F4TWZVSjF5WTVqWnhqOVZXUW4zVE4wa1dUNGRQaVdjUUZZOS01ak5GcHB6TkRMQkVR?oc=5,2025-10-22 13:37:00+00:00,4671532f350a936acc45490cdeba3f3c418c7e0a7f3a8fb28bb4aa79ee173448
"""stocks"" - Google News",Gold Keeps Sliding After Worst Day In 12 Years. Miners Dig Down Too. - Investor's Business Daily,"<a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxNcFZySjJrcW1qeU5vbGw0aldlWlpRNlUtX1JSZW5OTGNtbnhWOXR1Tm8zSF8tZXhpR1RNNFB1Tm01blotaXJYMkVaMWRsMkd0NDZTSnlJZ1pjMDQ4djQ2NU1ERUV0Zi12akE3djlzb0JrM1UtelpJREJnMlpZQzF3U3kwZHc4eGN1cjZmLW51VkNDbFJ0bFRr?oc=5"" target=""_blank"">Gold Keeps Sliding After Worst Day In 12 Years. Miners Dig Down Too.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investor's Business Daily</font>",https://news.google.com/rss/articles/CBMilwFBVV95cUxNcFZySjJrcW1qeU5vbGw0aldlWlpRNlUtX1JSZW5OTGNtbnhWOXR1Tm8zSF8tZXhpR1RNNFB1Tm01blotaXJYMkVaMWRsMkd0NDZTSnlJZ1pjMDQ4djQ2NU1ERUV0Zi12akE3djlzb0JrM1UtelpJREJnMlpZQzF3U3kwZHc4eGN1cjZmLW51VkNDbFJ0bFRr?oc=5,2025-10-22 13:36:00+00:00,7cff9c626074cbfc0c3650c89502b0752865b3d4e8afdbfc1a8972cbcf97fe11
"""stocks"" - Google News","Beyond Meat’s stock is up 1,200% in four days as blistering meme-stock rally rocks on - MarketWatch","<a href=""https://news.google.com/rss/articles/CBMiygNBVV95cUxPNnRKM1NBbVY0WE1fcmNBM2h0MXRDRC1wWVFESzA1dzRMUDNtTEY5eXBWd2w0SXZ5anVGaF8tMWwxbk5RRmk0U21XZzVoV25pbmItNlQ5SG9SWFl6TW81dUpWeDlHX3FjZ1UtSW1EakptTkoyNTJHbE41WGxjekMxMUNxbXlMTzIzVGZxTzRrQVBrdDRqa2QyWFk4ZDVMelMxYV9yaFpHRlpWYlpfWDRhdVhrVnJmWl9YbW9kbWUxZG44dGNiZFVYNzRxU3I0dHdMM0NnRU93Z1pGblNDcm8xNG9EbXQ2RlZLVnF1R0ZPdnd5Tm1fVnJyYzNGaFlPMUZDZmQ1LWthdU9aTV96Xy1rV0FsX1k1YXVEbkZDSERNSnBhMFc0Ml9QVm1ON3JUUUJFcGt0dUlQaVVZbUR6b3d3MERlRW83Y1lmcERlZmx1ZVRuU2lqR3pLWU13ampndk1xN2tMTjNESkpsZTloMmdBWWZNWkpUYjN4dHc1VXRkaUNLcE01UWNrSVZpakM2aEF0SFdva3VFY0YtSExUSE5WeGFmSUwwMjhKdS00LVVqTFBibmNvVXFTWVFyOUgtRVVVaFJpSWZOVGFHQQ?oc=5"" target=""_blank"">Beyond Meat’s stock is up 1,200% in four days as blistering meme-stock rally rocks on</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MarketWatch</font>",https://news.google.com/rss/articles/CBMiygNBVV95cUxPNnRKM1NBbVY0WE1fcmNBM2h0MXRDRC1wWVFESzA1dzRMUDNtTEY5eXBWd2w0SXZ5anVGaF8tMWwxbk5RRmk0U21XZzVoV25pbmItNlQ5SG9SWFl6TW81dUpWeDlHX3FjZ1UtSW1EakptTkoyNTJHbE41WGxjekMxMUNxbXlMTzIzVGZxTzRrQVBrdDRqa2QyWFk4ZDVMelMxYV9yaFpHRlpWYlpfWDRhdVhrVnJmWl9YbW9kbWUxZG44dGNiZFVYNzRxU3I0dHdMM0NnRU93Z1pGblNDcm8xNG9EbXQ2RlZLVnF1R0ZPdnd5Tm1fVnJyYzNGaFlPMUZDZmQ1LWthdU9aTV96Xy1rV0FsX1k1YXVEbkZDSERNSnBhMFc0Ml9QVm1ON3JUUUJFcGt0dUlQaVVZbUR6b3d3MERlRW83Y1lmcERlZmx1ZVRuU2lqR3pLWU13ampndk1xN2tMTjNESkpsZTloMmdBWWZNWkpUYjN4dHc1VXRkaUNLcE01UWNrSVZpakM2aEF0SFdva3VFY0YtSExUSE5WeGFmSUwwMjhKdS00LVVqTFBibmNvVXFTWVFyOUgtRVVVaFJpSWZOVGFHQQ?oc=5,2025-10-22 13:34:00+00:00,d1ad5c3200e74ef4b0d7ca5e5ebcd89d09b956aae9e8323230ee32a1342b3242
"""stocks"" - Google News",S&P 500 Stock GE Vernova Earnings Beat; 'Growth Trajectory Is Accelerating' - Investor's Business Daily,"<a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxOeFk4eUJoZkJYSG84Qk44cUZ5UzRuMlJhb0ptMVduSUtUdEc0UlRqN2pyWWRKMTBCQzUzNEgwTHBtMk9pUjlRUncxbnNSaVo4UzFGZ0ZIOHhqYTZhZllvcUpJaHFodjVoWTBsREx1d0lEZnkyNXdRUV9JLUdBZTZFUXFUZDFDWl9EUGJMbjl3?oc=5"" target=""_blank"">S&amp;P 500 Stock GE Vernova Earnings Beat; 'Growth Trajectory Is Accelerating'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investor's Business Daily</font>",https://news.google.com/rss/articles/CBMijgFBVV95cUxOeFk4eUJoZkJYSG84Qk44cUZ5UzRuMlJhb0ptMVduSUtUdEc0UlRqN2pyWWRKMTBCQzUzNEgwTHBtMk9pUjlRUncxbnNSaVo4UzFGZ0ZIOHhqYTZhZllvcUpJaHFodjVoWTBsREx1d0lEZnkyNXdRUV9JLUdBZTZFUXFUZDFDWl9EUGJMbjl3?oc=5,2025-10-22 13:33:00+00:00,d1a3f525ffb49c47bbb89ed14ec78197fe57b1cc6a92c4886606a045c11052c8
Yahoo Finance,"Stock market today: Dow, S&P 500, Nasdaq slide as Netflix sinks, Tesla earnings loom",,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-slide-as-netflix-sinks-tesla-earnings-loom-133157286.html,2025-10-22 13:31:57+00:00,48ec65a94daa68fac2512bb8d1595d662f54e4fe2fb50971d3f1cfce2feb429c
